name,city,district,coord,bc_type,road_cond,unit_rent,bound_rent,audit_date,transit_count,industrial_count,mall_count,hub_highway,hub_railway,hub_coach,hub_airport
东升葵兴大道站,中山,小榄镇,"113.288893,22.623434",一般区域,高优通达,550.0,550.0,2025-08-27,0,0,8,0,0,0,0
"坪山金碧路站（Miix）
（二选一）",深圳,坪山区,"114.32424,22.683871",一般区域,高优通达,692.3076923076923,750.0,2025-09-03,6,5,9,0,1,0,0
南海佛山一环路站,佛山,南海区,"113.166258,23.087513",一般区域,一般通达,750.0,700.0,2025-09-03,0,9,12,0,0,0,0
花都站前路站,广州,花都区,"113.202015,23.387403",核心商圈,一般通达,680.0,800.0,2025-09-03,1,4,16,4,4,1,0
长安兴一路站,东莞,长安镇,"113.78504,22.783227",一般区域,一般通达,750.0,800.0,2025-09-03,0,6,16,0,0,1,0
顺德龙江龙华路站,佛山,顺德区,"113.07374,22.86874",一般区域,一般通达,650.0,600.0,2025-09-10,0,7,20,0,0,0,0
龙华五和大道站（二选一）,深圳,龙华区,"114.075228,22.682683",一般区域,高优通达,692.3076923076923,1000.0,2025-09-17,3,4,4,0,0,0,0
"龙华观盛四路站
（高尖科技园）",深圳,龙华区,"114.069527,22.684387",一般区域,一般通达,884.6153846153846,1000.0,2025-09-17,3,6,4,3,0,0,0
白云朝阳朝丰路站-MIIX,广州,白云区,"113.20078,23.22473",一般区域,一般通达,1200.0,1000.0,2025-09-17,0,2,2,0,0,0,0
沙溪利港路站-中山大港商务大厦对面地块,中山,沙溪镇,"113.341229,22.525211",一般区域,一般通达,446.15384615384613,550.0,2025-09-17,0,1,12,0,0,0,0
龙岗杨田路站（深巴）,深圳,龙岗区,"114.267213,22.737858",一般区域,高优通达,1500.0,1200.0,2025-09-17,3,8,17,0,1,1,0
长安新安横中路站,东莞,长安镇,"113.790467,22.8134",一般区域,一般通达,800.0,800.0,2025-09-17,0,9,20,0,0,0,0
南海大沥客运站站-2,佛山,南海区,"113.10361,23.121785",一般区域,高优通达,576.9230769230769,750.0,2025-09-24,0,0,11,6,1,1,0
坪山龙坪路站,深圳,坪山区,"114.35247,22.699697",一般区域,高优通达,700.0,800.0,2025-09-24,5,0,9,0,0,0,0
宝安石岩北环路站,深圳,宝安区,"113.941294,22.687165",次级商圈,一般通达,800.0,800.0,2025-10-09,3,0,14,9,0,1,0
南山怡海大道站,深圳,南山区,"113.88082,22.50128",一般区域,高优通达,900.0,1500.0,2025-10-09,7,3,1,0,0,0,0
寮步环城东路站,东莞,寮步镇,"113.807038,23.030661",一般区域,高优通达,630.0,650.0,2025-10-13,0,3,17,5,0,0,0
东区永安一路站,中山,东区街道,"113.369364,22.497996",一般区域,高优通达,600.0,600.0,2025-10-23,0,4,19,0,1,1,0
小榄同乐大街一路站,中山,小榄镇,"113.278674,22.637959",一般区域,高优通达,600.0,550.0,2025-10-23,0,4,5,0,0,0,0
厚街南五桥新街站-二选一,东莞,厚街镇,"113.672254,22.901507",一般区域,高优通达,600.0,600.0,2025-10-22,1,2,7,0,3,0,0
海珠琶洲站-广州国际采购中心,广州,海珠区,"113.370972,23.099715",次级商圈,一般通达,1300.0,1300.0,2025-10-22,2,2,7,0,0,0,0
沙田港口大道站-二选一,东莞,沙田镇,"113.616151,22.910677",次级商圈,高优通达,600.0,600.0,2025-10-29,1,1,7,1,2,0,0
宝安创业一路站,深圳,宝安区,"113.893127,22.564589",一般区域,高优通达,1200.0,1200.0,2025-10-29,5,3,20,0,0,0,4
南海海北大道站,佛山,南海区,"113.183991,23.109814",一般区域,一般通达,700.0,650.0,2025-10-29,1,1,20,8,1,0,0
龙岗龙飞大道站,深圳,龙岗区,"114.23268,22.704988",一般区域,高优通达,850.0,900.0,2025-10-29,3,6,15,0,0,0,0
白云嘉禾望岗站,广州,白云区,"113.284834,23.236989",一般区域,高优通达,850.0,1000.0,2025-10-29,3,6,20,16,0,0,0
清溪鹿城东路站,东莞,清溪镇,"114.165694,22.821909",一般区域,高优通达,600.0,600.0,2025-10-29,0,0,9,0,0,0,0
凤岗凤深大道站,东莞,凤岗镇,"114.159753,22.724812",一般区域,高优通达,630.0,600.0,2025-11-05,0,0,6,0,0,0,0
东城莞龙路站,东莞,东城区,"113.813405,23.080478",一般区域,高优通达,610.0,700.0,2025-11-05,0,0,0,0,0,0,0
白云白云大道北二站,广州,白云区,"113.285012,23.254036",一般区域,高优通达,600.0,1000.0,2025-10-30,2,0,18,13,0,0,0
顺德佛山公园站,佛山,顺德区,"113.120369,22.96257",次级商圈,一般通达,750.0,750.0,2025-11-12,3,2,8,0,0,0,0
小榄裕民大道站-二选一,中山,小榄镇,"113.286557,22.640618",一般区域,高优通达,650.0,550.0,2025-11-01,1,5,5,0,2,0,0
沙溪新濠南路站,中山,沙溪镇,"113.329379,22.485424",一般区域,一般通达,600.0,500.0,2025-11-19,0,5,1,0,0,1,0
清溪大利利中路站,东莞,清溪镇,"114.179861,22.824537",一般区域,高优通达,700.0,600.0,2025-11-03,0,13,7,0,0,0,0
东城龙石路站,东莞,东城区,"113.799103,23.071692",一般区域,高优通达,610.0,700.0,2025-11-24,2,3,3,3,0,2,0
企石东升路站,东莞,企石镇,"114.020749,23.074486",核心商圈,一般通达,620.0,600.0,2025-11-24,0,4,4,0,0,0,0
中堂振兴路站,东莞,中堂镇,"113.65573,23.0986",一般区域,高优通达,570.0,600.0,2025-11-24,0,9,12,0,1,0,0
厚街白濠联兴街站,东莞,厚街镇,"113.64884304348399, 22.87418615642521",一般区域,一般通达,570.0,600.0,2025-11-24,0,0,0,0,0,0,0
龙岗腾飞路站,深圳,龙岗区,"114.215694,22.722308",次级商圈,高优通达,900.0,900.0,2025-11-08,3,1,7,3,1,0,0
龙华观盛二路站,深圳,龙华区,"114.055647,22.710736",一般区域,一般通达,820.0,1000.0,2025-11-24,3,10,13,0,0,0,0
宝安宝石西路站,深圳,宝安区,"113.92357,22.68605",一般区域,高优通达,900.0,800.0,2025-11-24,2,7,12,1,0,0,0
龙岗五和大道站,深圳,龙岗区,"114.061674,22.619812",次级商圈,高优通达,1200.0,1100.0,2025-11-10,0,5,20,0,0,0,0
厚街莞太路站-旧,东莞,厚街镇,"113.663548,22.913495",次级商圈,高优通达,650.0,650.0,2025-11-24,2,2,14,0,0,0,0
惠城皇冠路站,惠州,惠城区,"114.464212,23.098176",次级商圈,高优通达,500.0,650.0,2025-11-24,0,0,9,0,1,0,0
惠城东升路站,惠州,惠城区,"114.4531,23.077846",一般区域,高优通达,500.0,550.0,2025-11-24,0,0,2,0,0,0,0
增城新塘牛仔城三路,广州,增城区,"113.619773,23.119445",一般区域,高优通达,692.3076923076923,650.0,2025-11-24,0,0,18,0,2,0,0
南头东福南路站,中山,南头镇,"113.319541,22.703713",一般区域,一般通达,461.53846153846155,550.0,2025-12-03,1,14,8,0,0,0,0
白云白云湖乐园站,广州,白云区,"113.2483,23.224285",一般区域,一般通达,800.0,850.0,2025-12-03,2,8,7,17,3,1,0
龙岗平湖大街站,深圳,龙岗区,"114.146884,22.683396",一般区域,一般通达,615.3846153846154,800.0,2025-12-03,0,8,14,0,3,0,0
凤岗碧湖路站,东莞,凤岗镇,"114.152317,22.729794",一般区域,一般通达,335.29411764705884,600.0,2025-12-03,0,6,3,0,0,0,0
罗湖和平路站,深圳,罗湖区,"114.022151,22.651095",次级商圈,一般通达,2200.0,1500.0,2025-12-17,5,1,20,0,1,1,0
龙岗白李路站（Miix),深圳,龙岗区,"114.139128,22.637543",一般区域,一般通达,1000.0,950.0,2025-11-20,3,4,0,0,0,0,0
龙岗红棉路站 （Miix),深圳,龙岗区,"114.211647,22.665818",次级商圈,一般通达,1800.0,950.0,2025-12-17,4,7,7,11,1,1,0
南海九江大道站-miix专用,佛山,顺德区,"113.026088,22.852018",一般区域,高优通达,647.0588235294117,750.0,2025-12-17,0,1,5,0,0,0,0
南海九江大道站-轻卡专用,佛山,南海区,"113.013927,22.837844",一般区域,高优通达,1050.0,750.0,2025-12-17,0,6,7,3,0,1,0
龙华大和路站,深圳,龙华区,"114.0526,22.67045",一般区域,高优通达,1000.0,1200.0,2026-01-07,0,2,12,0,0,0,0
企石振华西二横街站,东莞,企石镇,"114.025242,23.026269",一般区域,高优通达,400.0,600.0,2026-01-07,0,10,1,0,0,0,0
龙岗丹平公路站(Miix),深圳,龙岗区,"114.152936,22.668015",一般区域,高优通达,705.8823529411765,900.0,2026-01-07,0,0,1,0,0,0,0
白云朝阳田心路站-MIIX,广州,白云区,"113.208402,23.230982",一般区域,高优通达,861.5384615384615,1000.0,2026-01-07,3,1,3,13,2,0,0
沙溪博爱一路站,中山,沙溪镇,"113.347541,22.51945",一般区域,高优通达,550.0,550.0,2026-01-07,0,0,1,0,0,0,0
宝安新和三区站,深圳,宝安区,"113.804972,22.664373",核心商圈,一般通达,1200.0,900.0,2026-01-07,4,11,8,0,3,0,0
龙岗鹅溪湖田路站Miix,深圳,龙岗区,"114.149039,22.672475",一般区域,一般通达,907.6923076923077,900.0,2026-01-13,0,0,8,0,0,0,0
凤岗体育馆站,东莞,凤岗镇,"114.13117,22.742391",一般区域,一般通达,600.0,600.0,2026-01-13,0,0,10,3,0,0,0
龙岗坪地龙岗大道站,深圳,龙岗区,"114.301568,22.764833",一般区域,高优通达,900.0,850.0,2026-01-20,5,0,11,0,0,0,0
鹤山中东西大道站,江门,鹤山市,"112.97088,22.775932",一般区域,一般通达,500.0,500.0,2026-02-10,0,0,10,0,0,0,0
蓬江胜利北路站,江门,蓬江区,"113.06333,22.59276",核心商圈,高优通达,600.0,600.0,2026-02-10,0,0,4,0,0,3,0
顺德佛陈路站-miix,佛山,顺德区,"112.837418,23.433705",一般区域,高优通达,658.8235294117648,750.0,2026-02-10,0,0,0,0,0,0,0
蓬江沙富里站,江门,蓬江区,"113.071869,22.565691",一般区域,高优通达,550.0,550.0,2026-02-10,0,0,2,4,2,4,0
顺德佛陈路站-miix,佛山,顺德区,"112.837418,23.433705",一般区域,高优通达,658.8235294117648,750.0,2026-02-10,0,0,0,0,0,0,0
大岭山大塘路站-Miix,东莞,大岭山镇,"113.837584,22.87874",一般区域,高优通达,630.7692307692307,750.0,2026-03-04,0,4,4,5,0,0,0
花都荔枝基路站（旧）,广州,花都区,"113.231656,23.386455",核心商圈,高优通达,800.0,800.0,2026-03-11,4,5,20,0,0,0,4
茶山吉兴路站,东莞,茶山镇,"114.121658,23.032999",核心商圈,一般通达,550.0,600.0,2026-03-18,0,0,2,4,0,0,0
三角爱国工业路站-miix,中山,三角镇,"113.42735,22.674171",一般区域,高优通达,576.9230769230769,500.0,2026-03-18,0,0,6,0,0,0,2
沙田进港北路站-专用站,东莞,沙田镇,"113.617347,22.883913",一般区域,高优通达,561.5384615384615,600.0,2026-03-25,0,0,5,0,0,0,0
清溪清塘路站,东莞,清溪镇,"114.055735,22.996732",一般区域,高优通达,561.5384615384615,600.0,2026-03-25,0,0,2,0,3,0,0
龙华环观南路站-专用站,深圳,龙华区,"114.094399,22.703547",一般区域,高优通达,846.1538461538462,800.0,2026-03-25,0,0,4,0,0,0,0
惠城新沥路站-miix,惠州,惠城区,"114.426142,23.118038",次级商圈,一般通达,615.3846153846154,650.0,2026-04-01,1,0,16,0,5,0,0
东城银竹路站-Miix,东莞,东城街道,"113.773475,23.064346",一般区域,一般通达,769.2307692307693,700.0,2026-04-08,2,0,8,0,0,0,0
宝安松福大道站-专用站,深圳,宝安区,"113.820513,22.782648",一般区域,高优通达,730.7692307692307,800.0,2026-04-08,2,0,4,0,0,0,0
三角高平大道站-miix专用,中山,三角镇,"113.462584,22.681571",一般区域,高优通达,461.53846153846155,480.0,2026-04-15,0,0,1,0,0,0,0
惠城下角中路站-Pro,惠州,惠城区,"114.389345,23.107323",次级商圈,一般通达,576.9230769230769,600.0,2026-04-15,0,0,3,0,4,0,0
潮州火车站站-Pro,潮州,潮安区,"116.584079,23.638136",次级商圈,高优通达,400.0,450.0,2026-04-15,0,0,0,0,0,0,0
白云鹤龙二路站-嘉禾商业广场-,广州,白云区,"113.274621,23.2318",一般区域,一般通达,1690.0,1500.0,暂缓,0,0,20,18,1,1,0
宝安大宝路站,深圳,宝安区,"113.912909,22.578252",一般区域,高优通达,1300.0,1200.0,暂缓,4,0,16,0,0,2,4
南城塘贝三路站,东莞,南城街道,"113.738955,23.00505",核心商圈,一般通达,700.0,650.0,暂缓,4,0,20,0,0,0,0
塘厦新阳路站,东莞,塘厦镇,"113.927921,22.981044",一般区域,一般通达,570.0,650.0,暂缓,0,3,9,0,0,0,0
"龙华民清路站
(1980科技文化产业园）",深圳,龙华区,"114.040927,22.644533",一般区域,一般通达,1300.0,900.0,暂缓,10,3,21,5,0,0,0
宝安广深公路站（Miix）,深圳,宝安区,"114.325482,22.786857",一般区域,一般通达,923.0769230769231,1200.0,2025/9/5 暂,2,3,1,0,1,0,0
福田福虹路站（深巴）,深圳,福田区,"114.084053,22.540074",一般区域,高优通达,1300.0,1700.0,暂缓,3,2,20,0,0,0,0
南海竹基南路站,佛山,南海区,"113.118684,23.103778",一般区域,一般通达,576.9230769230769,750.0,暂缓,0,5,20,0,1,1,2
龙岗富民路站,深圳,龙岗区,"114.24839,22.749564",一般区域,一般通达,615.3846153846154,1000.0,暂缓,0,8,5,0,0,0,0
凤岗浸校塘环村路站（Miix）（二选一）,东莞,凤岗镇,"114.138388,22.765653",一般区域,高优通达,769.2307692307693,600.0,暂缓,0,6,2,4,0,0,0
龙华俊龙路站（Miix）,深圳,龙华区,"114.329482,22.767385",一般区域,一般通达,2307.6923076923076,1200.0,暂缓,0,0,3,0,0,0,0
龙华俊龙路站（Pro）,深圳,龙华区,"114.329482,22.767385",一般区域,一般通达,1400.0,900.0,暂缓,0,0,3,9,1,0,0
龙华松元厦站（与观光路二选一）,深圳,龙华区,"114.000909,22.732646",一般区域,高优通达,800.0,800.0,暂缓,0,0,7,0,0,0,0
大朗富农街站,东莞,大朗镇,"113.937525,22.926297",一般区域,高优通达,784.6153846153846,600.0,暂缓,2,12,15,0,1,0,0
惠阳龙海一路站,惠州,惠阳区,"114.475126,22.762741",一般区域,高优通达,615.3846153846154,650.0,暂缓,0,6,7,0,0,0,0
惠城金榜路站,惠州,惠城区,"114.392741,23.058555",一般区域,高优通达,500.0,650.0,暂缓,1,7,3,4,4,0,0
宝安锦程路站-Miix,深圳,宝安区,"113.78556,22.739855",一般区域,一般通达,884.6153846153846,800.0,暂缓,0,5,10,0,0,0,4
福田八卦岭站-Miix,深圳,福田区,"114.098366,22.560552",一般区域,高优通达,1230.7692307692307,1500.0,暂缓,3,0,20,6,0,0,0
福田八卦岭站-Miix,深圳,福田区,"114.098366,22.560552",一般区域,高优通达,1230.7692307692307,1500.0,暂缓,3,0,20,0,0,2,0
宝安松白路站-pro,深圳,宝安区,"113.93,22.659467",一般区域,一般通达,850.0,850.0,暂缓,2,5,12,0,0,0,0
白云区塘贝西环路站,广州,白云区,"113.233779,23.300318",一般区域,一般通达,769.2307692307693,800.0,2026-05-20,2,0,1,4,2,0,0
白云鹤龙五路站,广州,白云区,"113.29743536394392, 23.31991439884802",一般区域,一般通达,900.0,800.0,2026-05-20,0,0,0,0,0,0,0
端州西江大桥站-PRO,肇庆,端州区,"112.443305,23.047774",一般区域,高优通达,550.0,500.0,2026-05-20,0,0,0,0,2,0,0
高明文竹路站,佛山,高明区,"112.903649,22.880088",一般区域,高优通达,576.9230769230769,600.0,2026-05-20,0,0,0,0,0,1,0
鼎湖东进大道站,肇庆,鼎湖区,"112.567380,23.159062",核心商圈,高优通达,533.3333333333334,500.0,2026-05-20,1,1,0,0,0,0,0
东升东港大道站,中山,小榄镇,"113.292551,22.623002",核心商圈,高优通达,566.6666666666666,550.0,2026-05-20,0,11,9,0,2,1,0
顺德仙桥路站,佛山,顺德区,"113.284033,22.875661",一般区域,高优通达,566.6666666666666,600.0,2026-05-20,2,0,0,0,0,0,0
香洲港湾大道站,珠海,香洲区,"113.562595,22.372400",一般区域,高优通达,750.0,750.0,2026-05-20,1,0,1,0,3,0,0
香洲宝盛路站,珠海,珠海市,"113.512955,22.165141",一般区域,一般通达,733.3333333333334,750.0,2026-05-20,1,2,0,0,0,0,0
坦洲嘉联路站,中山,坦洲镇,"113.477610,22.256458",一般区域,一般通达,600.0,650.0,2026-05-20,0,3,12,3,0,1,0
罗湖罗沙路站-Pro,深圳,罗湖区,"114.163720,22.560410",一般区域,高优通达,1083.3333333333333,1200.0,2026-05-20,3,0,5,0,0,0,0
南山海湾路站-专用,深圳,南山区,"113.896175,22.467570",一般区域,高优通达,900.0,1500.0,2026-05-20,4,0,4,0,0,0,0
南山丽康路站-Miix,深圳,南山区,"113.907336,22.731219",一般区域,高优通达,1000.0,900.0,2026-05-20,1,0,11,0,0,0,3
坪山秀沙路站（二选一）-专用,深圳,坪山区,"114.408862,22.763868",一般区域,高优通达,653.3333333333334,680.0,2026-05-20,1,0,0,0,1,0,0
大岭山横镇西路站-专用,东莞,大岭山镇,"113.838450,22.918696",一般区域,一般通达,631.578947368421,600.0,2026-05-20,2,0,0,0,0,0,0
企石环企大道站,东莞,企石镇,"114.046113,23.038973",一般区域,高优通达,461.53846153846155,600.0,2026-05-20,0,1,2,0,0,0,0
惠阳承修四路站-Miix,惠州,惠阳区,"114.458736,22.779233",次级商圈,一般通达,550.0,650.0,2026-05-20,0,0,20,0,1,0,0
惠阳龙盛一路站（二选一）-Miix,惠州,惠阳区,"114.424537,22.761815",一般区域,高优通达,533.3333333333334,550.0,2026-05-20,0,0,7,0,0,0,0
金平潮汕路站-Miix,汕头,金平区,"116.686790,23.404393",一般区域,高优通达,541.1764705882352,450.0,2026-05-20,0,0,0,0,0,1,0
黄埔区黄埔东路站,广州,黄埔区,"113.49996,23.0862",一般区域,一般通达,866.6666666666666,800.0,2026-05-27,3,0,0,0,0,0,0
增城陈家林路站,广州,增城区,"113.557208,23.129179",一般区域,高优通达,692.3076923076923,700.0,2026-05-27,0,0,5,0,1,0,0
花都狮岭宝峰北路站,广州,花都区,"113.176045,23.468563",一般区域,一般通达,640.0,650.0,2026-05-27,0,0,17,0,0,0,0
宝安蚝丰二路站-专用,深圳,宝安区,"113.796016,22.716773",一般区域,一般通达,800.0,1000.0,2026-05-27,0,0,10,1,2,0,0
龙岗平朗路站-专用,深圳,龙岗区,"114.126683,22.651546",一般区域,高优通达,786.6666666666666,800.0,暂缓 2026-05,4,0,2,0,0,0,0
龙岗红棉路站-Miix,深圳,龙岗区,"114.17,22.64",一般区域,一般通达,800.0,950.0,暂缓 2026-05,3,0,7,7,3,0,0
"揭阳机场站
-Miix",揭阳,榕城区,"116.519979,23.537335",一般区域,高优通达,441.1764705882353,450.0,2026-05-27,1,0,2,0,0,1,2
宝安南岭路站-Miix,深圳,宝安区,"113.845693,22.730051",一般区域,高优通达,766.6666666666666,1000.0,2026-06-03,0,0,13,7,0,0,0
龙岗盛宝路站-专用,深圳,龙岗区,"114.146919,22.631268",一般区域,一般通达,773.3333333333334,950.0,2026-06-03,3,0,3,0,2,1,0
宝安阳台山路站-专用,深圳,宝安区,"113.883831,22.554986",一般区域,高优通达,733.3333333333334,800.0,2026-06-03,3,0,20,0,0,0,0
沙田进港南路站-专用,东莞,沙田镇,"113.622049,22.855829",一般区域,一般通达,566.6666666666666,600.0,2026-06-03,0,0,5,3,1,0,0
黄江江海路站,东莞,黄江镇,"113.998394,22.915829",一般区域,一般通达,566.6666666666666,600.0,2026-06-03,0,0,12,0,0,0,0
长安靖海西路站-专用,东莞,长安镇,"113.762217,22.779643",一般区域,高优通达,693.3333333333334,750.0,2026-06-03,1,0,19,0,2,0,0
望牛墩南昌北路站-专用,东莞,望牛墩镇,"113.650816,23.045890",一般区域,高优通达,466.6666666666667,600.0,2026-06-03,0,0,1,0,0,0,0
博罗建设路站-Pro,惠州,博罗县,"114.285048,23.174384",一般区域,高优通达,500.0,500.0,2026-06-03,0,0,10,3,0,0,0
顺德林上路站,佛山,顺德区,"113.167322,22.951134",一般区域,高优通达,666.6666666666666,650.0,2026-06-03,3,0,1,0,2,0,0
天河大观中路站,广州,天河区,"113.411136,23.154269",一般区域,高优通达,1000.0,1200.0,2026-06-03,2,0,1,0,0,0,0
蓬江杜阮南路站,江门,蓬江区,"112.974733,22.603057",一般区域,高优通达,500.0,500.0,2026-06-03,0,0,0,4,0,0,0
禅城南庄大道站,佛山,禅城区,"113.000012,22.983163",一般区域,高优通达,638.4615384615385,650.0,2026-06-03,1,0,5,0,0,0,2
花都荔枝基路站,广州,花都区,"113.229525,23.392239",一般区域,一般通达,769.2307692307693,800.0,2026-06-03,4,0,20,0,4,0,0
增城区永宁街长岗村站,广州,增城区,"113.593808,23.172173",次级商圈,高优通达,600.0,600.0,2026-06-03,1,0,1,0,0,1,0
宝安松白路站-轻卡专用,深圳,宝安区,"113.855451,22.773178",一般区域,高优通达,800.0,800.0,2026-06-09,0,0,10,0,0,0,0
龙岗盐龙大道站-轻卡专用,深圳,龙岗区,"114.283275,22.772825",一般区域,高优通达,733.3333333333334,850.0,2026-06-09,3,0,1,0,1,0,0
大朗环湖路站-轻卡专用,东莞,大朗镇,"113.936966,22.934205",一般区域,高优通达,538.4615384615385,600.0,2026-06-09,1,0,20,0,0,0,0
大岭山杨朗路站-Pro,东莞,大岭山镇,"113.862163,22.866347",一般区域,一般通达,615.3846153846154,750.0,2026-06-09,0,0,2,6,0,0,0
惠城惠沙堤二路站-Pro,惠州,惠城区,"114.434071,23.072133",一般区域,一般通达,500.0,600.0,2026-06-09,0,0,20,0,0,0,0
惠城三环北路站-Miix,惠州,惠城区,"114.405656,23.127742",一般区域,高优通达,470.5882352941176,600.0,2026-06-09,0,0,8,0,5,1,0
南海科冠路站,佛山,南海区,"113.157937,23.236206",一般区域,高优通达,600.0,600.0,2026-06-09,0,0,0,0,0,1,0
南海广云路站,佛山,南海区,"112.906532,23.153998",一般区域,高优通达,566.6666666666666,550.0,2026-06-09,0,0,8,5,0,0,0
香洲九洲大道东站-Pro,珠海,香洲区,"113.579603,22.249838",次级商圈,高优通达,700.0,900.0,2026-06-09,0,0,20,0,1,2,0
番禺龙顺三路站,广州,番禺区,"113.478893,23.039401",一般区域,一般通达,615.3846153846154,600.0,2026-06-09,0,0,0,0,0,0,0
禅城港口路站,佛山,禅城区,"113.125747,22.978896",次级商圈,一般通达,663.0,700.0,2026-06-09,3,0,12,0,1,0,0
禅城澜普路站,佛山,禅城区,"113.129807,22.980095",一般区域,高优通达,720.0,720.0,2026-06-09,0,0,8,0,0,0,2
龙岗丹竹头站-轻卡专用,深圳,龙岗区,"114.14574394954862, 22.62655220749606",一般区域,高优通达,923.0769230769231,950.0,2026-06-17,0,0,0,0,0,0,0
塘厦新洲东街站,东莞,塘厦镇,"114.10038482917263, 22.83688210691994",一般区域,一般通达,600.0,600.0,2026-06-17,0,0,0,0,0,0,0
宝安寮丰路站,深圳,宝安区,"113.81430904937817, 22.7257560716718",一般区域,高优通达,780.0,1000.0,2026-06-24,0,0,0,0,0,0,0
大岭山科苑横路站-专用,东莞,大岭山镇,"113.8540431632517, 22.91408130908951",一般区域,一般通达,730.7692307692307,600.0,2026-06-24,0,0,0,0,0,0,0
寮步蟠龙路站,东莞,寮步镇,"113.86257544558313, 22.995549377651365",一般区域,一般通达,600.0,600.0,2026-06-24,0,0,0,0,0,0,0
禅城汾江北路站,佛山,禅城区,"113.10670770823104, 23.052237400673718",一般区域,一般通达,533.3333333333334,600.0,2026-06-24,0,0,0,0,0,0,0
白云人和秀盛路站,广州,白云区,"113.30118349990049, 23.31921358574964",一般区域,一般通达,800.0,800.0,2026-06-24,0,0,0,0,0,0,0
南沙港前大道南站,广州,南沙区,"113.59949363888018, 22.77538998576881",次级商圈,一般通达,633.3333333333334,750.0,2026-06-24,0,0,0,0,0,0,0
从化明珠大道南站,广州,从化区,"113.53390278722347, 23.567177505761318",一般区域,高优通达,566.6666666666666,600.0,2026-06-24,0,0,0,0,0,0,0
南海佛平五路站,佛山,南海区,"113.19115240355326, 23.03080490787521",一般区域,一般通达,700.0,650.0,2026-06-24,0,0,0,0,0,0,0
香洲迎宾北路站,珠海,香洲区,"113.54298767290531, 22.26590958545121",一般区域,一般通达,794.1176470588235,800.0,2026-06-24,0,0,0,0,0,0,0
南海穗盐西路站,佛山,南海区,"113.160013,23.087636",一般区域,一般通达,600.0,700.0,2026-07-01,0,7,18,6,0,0,0
顺德佛陈路站,佛山,顺德区,"113.244131,22.948387",一般区域,高优通达,566.6666666666666,700.0,2026-07-01,4,2,3,0,0,0,0
电白人民路站,茂名,电白区,"111.004058,21.521005",次级商圈,高优通达,550.0,500.0,2026-07-01,0,2,8,0,0,0,0
宝安机场二站-Miix,深圳,宝安区,"113.834023,22.614489",次级商圈,高优通达,1153.8461538461538,1200.0,2026-07-01,3,4,10,0,2,2,4
宝安机场三站-Pro,深圳,宝安区,"113.834023,22.614489",次级商圈,高优通达,1000.0,1200.0,2026-07-01,3,4,10,0,0,0,0
龙岗广达路站-Miix,深圳,龙岗区,"114.210261,22.657341",一般区域,一般通达,720.0,950.0,2026-07-01,4,9,16,7,1,1,0
龙岗平吉大道站-专用,深圳,龙岗区,"114.127104,22.651948",一般区域,高优通达,733.3333333333334,800.0,2026-07-01,4,3,3,0,0,0,0
龙岗永香路站-专用,深圳,龙岗区,"114.071763,22.615247",一般区域,一般通达,833.3333333333334,1000.0,2026-07-01,4,5,13,8,1,0,0
沙田沙田大道站-专用,东莞,沙田镇,"113.624650,22.858809",一般区域,一般通达,553.3333333333334,600.0,2026-07-01,0,0,4,0,1,0,0
塘厦东深南路站-轻卡专用,东莞,塘厦镇,"114.117469,22.799533",一般区域,高优通达,569.2307692307693,600.0,2026-07-01,0,0,4,0,1,0,0
厚街莞太路站-专用,东莞,富民南,"113.746334,23.031660",一般区域,高优通达,588.2352941176471,600.0,2026-07-01,1,0,18,0,0,0,0
惠阳石化大道站-Miix,惠州,惠阳区,"114.475025,22.742881",一般区域,一般通达,553.3333333333334,550.0,2026-07-01,0,0,5,0,1,0,0
惠城三环东路站-Miix,惠州,惠城区,"114.458772,23.080607",一般区域,高优通达,513.3333333333334,550.0,2026-07-01,0,0,3,0,0,0,0
惠城东星路站-Pro,惠州,惠城区,"114.328491,22.993392",一般区域,高优通达,500.0,500.0,2026-07-01,1,0,13,8,2,2,0
金平金环南路站-Pro,汕头,金平区,"116.714426,23.363397",核心商圈,高优通达,666.6666666666666,500.0,2026-07-01,0,0,12,0,2,1,0
潮安绿榕南路站-Pro,潮州,潮安区,"116.623640,23.639057",一般区域,高优通达,600.0,500.0,2026-07-01,0,3,9,0,0,0,0
