name,city,district,coord,bc_type,road_cond,unit_rent,bound_rent,audit_date,transit_count,industrial_count,mall_count,hub_highway,hub_railway,hub_coach,hub_airport
香洲福石路站,珠海,香洲区,"113.50835,22.237841",一般区域,高优通达,892.3076923076923,950.0,2026-01-07,1,0,19,0,0,0,0
南海桂龙路站,佛山,南海区,"113.101437,23.104737",一般区域,高优通达,650.0,700.0,2026-01-07,0,0,14,4,1,1,0
南海官里路站-MIIX,佛山,南海区,"113.087343,23.22427",一般区域,高优通达,692.3076923076923,700.0,2026-01-07,0,0,10,0,0,0,0
顺德环市南路站,佛山,顺德区,"113.260812,22.817528",一般区域,一般通达,750.0,700.0,2026-01-07,3,0,5,0,0,0,0
宝安福园一路站-Mixx,深圳,宝安区,"113.78874,22.696908",一般区域,一般通达,923.0769230769231,1000.0,2026-01-07,3,0,12,0,0,0,4
宝安福园一路站-Mixx,深圳,宝安区,"113.78874,22.696908",一般区域,一般通达,923.0769230769231,1000.0,2026-01-07,3,0,12,5,2,0,0
龙华龙华大道站,深圳,龙华区,"114.046973,22.721281",一般区域,一般通达,800.0,800.0,2026-01-07,3,7,10,0,0,0,0
龙岗清风路站-miix,深圳,龙岗区,"114.282722,22.684052",一般区域,高优通达,923.0769230769231,1000.0,2026-01-07,2,4,1,0,0,0,0
大岭山华表街站-Miix,东莞,大岭山镇,"113.869719,22.940273",一般区域,一般通达,646.1538461538462,610.0,2026-01-07,1,5,1,0,1,0,0
高埗三塘西路站-Miix,东莞,高埗镇,"113.721951,23.098399",一般区域,高优通达,576.9230769230769,600.0,2026-01-07,0,4,0,0,0,0,0
南城乐园街站,东莞,南城街道,"113.7430017570768, 23.024999920776203",核心商圈,高优通达,630.0,750.0,2026-01-07,0,0,0,0,0,0,0
惠州仲恺大道站,惠州,惠城区,"114.392937,23.066975",一般区域,高优通达,580.0,650.0,2026-01-07,1,9,9,0,0,0,0
南海里水大道站-MIIX,佛山,南海区,"113.163249,23.148868",一般区域,高优通达,638.4615384615385,700.0,2026-01-13,0,9,5,19,1,1,0
南海博爱中路站-MIIX,佛山,南海区,"113.166433,23.105657",一般区域,高优通达,769.2307692307693,700.0,2026-01-13,0,7,20,0,0,0,2
南海前进东路站-MIIX,佛山,南海区,"113.007157,23.202898",一般区域,一般通达,769.2307692307693,700.0,2026-01-13,0,7,1,6,3,0,0
博罗商业东街站,惠州,博罗县,"114.285048,23.174384",核心商圈,高优通达,500.0,500.0,2026-01-13,0,3,10,0,0,1,0
番禺万博海顺路站,广州,番禺区,"113.349864,23.003268",核心商圈,高优通达,1000.0,1000.0,2026-01-20,0,1,20,4,0,0,0
金湾双湖北路站,珠海,金湾区,"113.345612,22.131245",一般区域,高优通达,700.0,700.0,2026-01-20,0,6,8,0,0,1,3
宝安宝石路站,深圳,宝安区,"113.91422,22.5917",一般区域,高优通达,900.0,1200.0,2026-01-20,3,4,5,12,0,0,0
惠城水口大道站,惠州,惠城区,"114.46627,23.109517",一般区域,高优通达,600.0,600.0,2026-01-28,0,7,11,0,1,0,0
东坑百顺路站,东莞,东坑镇,"113.941561,22.98542",一般区域,一般通达,600.0,600.0,2026-01-28,0,0,14,0,0,0,0
鹤山鹤山大道站,江门,鹤山市,"112.978622,22.758363",一般区域,高优通达,500.0,500.0,2026-02-10,0,0,12,0,0,2,0
斗门金田二路站-miix,珠海,斗门区,"113.304825,22.224315",一般区域,高优通达,692.3076923076923,750.0,2026-02-10,0,0,11,0,0,0,0
龙岗龙平路站,深圳,龙岗区,"114.255642,22.734217",次级商圈,高优通达,950.0,1200.0,2026-02-10,0,0,20,0,0,2,0
光明朝凤路站站,深圳,光明区,"113.945935,22.737335",一般区域,高优通达,850.0,1200.0,2026-02-10,5,0,5,0,0,0,0
塘厦塘兴大道站,东莞,塘厦镇,"114.086112,22.797034",一般区域,一般通达,650.0,600.0,2026-02-10,0,0,15,0,3,1,0
江海东海路站,江门,江海区,"113.103396,22.56615",核心商圈,高优通达,500.0,500.0,2026-02-27,1,5,11,0,0,0,0
大朗宏育东路站-Miix,东莞,大朗镇,"113.95256,22.949139",一般区域,高优通达,538.4615384615385,600.0,2026-02-28,1,5,3,0,1,0,0
大朗宏育东路站-Miix,东莞,大朗镇,"113.95256,22.949139",一般区域,高优通达,538.4615384615385,600.0,2026-02-28,1,5,3,0,0,0,0
增城石滩沙园路站-Miix,广州,增城区,"113.788942,23.180365",一般区域,一般通达,700.0,650.0,2026-02-27,0,6,1,3,0,0,0
东凤东凤大道站-MIIX,中山,东凤镇,"113.245322,22.704066",次级商圈,高优通达,538.4615384615385,550.0,2026-02-27,1,8,12,0,1,0,0
罗湖泥岗东路站,深圳,罗湖区,"114.109639,22.569687",次级商圈,高优通达,1200.0,1200.0,2026-03-04,3,13,20,0,0,0,0
宝安福安路站-Miix,深圳,宝安区,"113.817245,22.689161",一般区域,高优通达,830.7692307692307,900.0,2026-03-04,2,5,20,0,2,0,0
白云石湖村贝路站,广州,白云区,"113.342378,23.289206",一般区域,高优通达,884.6153846153846,850.0,2026-03-04,1,4,9,0,0,0,0
蓬江篁庄大道站,江门,蓬江区,"113.083435,22.621084",核心商圈,一般通达,576.9230769230769,600.0,2026-03-04,0,3,12,0,0,1,0
西区蓝波路站,中山,西区街道,"113.358353,22.512347",一般区域,高优通达,550.0,650.0,2026-03-11,0,4,20,0,0,2,0
海珠广州大道南站-miix,广州,海珠区,"113.315192,23.084334",一般区域,高优通达,1423.076923076923,1500.0,2026-03-11,5,5,20,0,0,0,0
广州南站二站,广州,番禺区,"113.27919,22.984547",核心商圈,高优通达,900.0,1000.0,2026-03-11,1,8,1,0,2,2,0
禅城禅港西路站-miix,佛山,禅城区,"113.035416,23.004339",一般区域,一般通达,615.3846153846154,650.0,2026-03-11,2,5,7,0,0,0,0
樟木头樟罗车站路站-专用站,东莞,樟木头镇,"114.075844,22.909759",次级商圈,高优通达,647.0588235294117,600.0,2026-03-11,1,3,20,0,1,0,0
宝安象山大道站-专用,深圳,宝安区,"113.883184,22.812186",一般区域,高优通达,769.2307692307693,800.0,2026-03-11,1,7,1,0,0,0,0
光明红花中路站-Miix,深圳,光明区,"113.903144,22.77592",核心商圈,高优通达,884.6153846153846,850.0,2026-03-11,2,4,19,2,0,0,0
宝安钟屋站-Miix,深圳,宝安区,"113.848095,22.622812",一般区域,一般通达,1153.8461538461538,1200.0,2026-03-11,5,2,12,0,0,0,0
龙华观光路二站-专用,深圳,龙华区,"114.022706,22.728811",一般区域,高优通达,846.1538461538462,850.0,2026-03-11,1,5,15,2,0,0,0
惠城金府路站,惠州,惠城区,"114.416549,23.170319",一般区域,高优通达,530.0,550.0,2026-03-11,0,12,5,0,0,0,0
惠城会展东街站,惠州,惠城区,"114.41876,23.102257",核心商圈,高优通达,538.4615384615385,650.0,2026-03-11,1,3,20,0,3,0,0
新会市新会大道站-miix,江门,新会区,"113.070691,22.517261",次级商圈,高优通达,538.4615384615385,550.0,2026-03-18,1,3,2,0,0,0,0
黄埔开创大道站-miix,广州,黄埔区,"113.510471,23.174731",一般区域,高优通达,846.1538461538462,850.0,2026-03-18,1,4,7,5,0,0,0
珠海金湾机场站,珠海,金湾区,"113.199404,22.009549",核心商圈,高优通达,650.0,700.0,2026-03-18,0,4,3,0,0,0,0
霞山海静路站,湛江,霞山区,"110.416977,21.213293",次级商圈,高优通达,600.0,550.0,2026-03-18,0,0,10,0,1,0,0
霞山龙平南路站,湛江,霞山区,"110.398639,21.230888",核心商圈,一般通达,600.0,550.0,2026-03-18,0,2,6,0,0,0,0
天河广汕二路站,广州,天河区,"113.39727,23.193891",次级商圈,高优通达,900.0,900.0,2026-03-18,3,2,0,5,0,0,0
宝安洲石路站-Miix,深圳,宝安区,"113.922743,22.671331",一般区域,高优通达,846.1538461538462,850.0,2026-03-18,2,3,15,0,0,1,4
桥头桥龙路站-Miix,东莞,桥头镇,"114.08666,23.02805",一般区域,高优通达,723.0769230769231,600.0,2026-03-18,0,11,15,0,0,0,0
道滘振兴路站-专用站,东莞,道滘镇,"113.676362,23.005533",核心商圈,高优通达,558.8235294117648,600.0,2026-03-18,2,4,10,0,1,1,0
麻涌兴华路站-专用站,东莞,麻涌镇,"113.56604,23.077181",一般区域,高优通达,647.0588235294117,600.0,2026-03-18,0,0,0,0,0,0,0
龙岗凤安路站-Miix,深圳,龙岗区,"114.246884,22.720889",一般区域,高优通达,884.6153846153846,1000.0,2026-03-25,4,0,20,0,1,2,0
虎门金捷路站-专用,东莞,虎门镇,"113.696674,22.808111",一般区域,高优通达,723.0769230769231,650.0,2026-03-25,3,0,14,0,0,0,0
南海机场路站-miix,佛山,南海区,"113.071681,23.066364",一般区域,一般通达,753.8461538461538,700.0,2026-03-25,2,0,8,0,2,0,0
蓬江江门大道中站-miix,江门,蓬江区,"113.037626,22.744169",一般区域,高优通达,538.4615384615385,600.0,2026-03-25,0,0,0,0,0,0,0
花都空铁大道站-MIIX,广州,花都区,"113.238639,23.366458",一般区域,高优通达,807.6923076923077,750.0,2026-03-25,4,0,1,0,3,0,0
白云广花一路二站,广州,白云区,"113.261344,23.222702",一般区域,一般通达,769.2307692307693,800.0,2026-04-01,3,0,19,0,3,1,0
小榄东锐工业大道站,中山,小榄镇,"113.312564,22.613451",一般区域,一般通达,576.9230769230769,500.0,2026-04-01,0,7,4,0,0,0,0
蓬江蓬莱路站-PRO,江门,蓬江区,"113.081736,22.584049",核心商圈,一般通达,600.0,600.0,2026-04-01,0,5,22,0,2,3,0
增城汽车城大道站,广州,增城区,"113.600576,23.135918",核心商圈,高优通达,653.8461538461538,600.0,2026-04-01,4,4,16,1,2,0,0
黄埔丰乐北路站-miix,广州,黄埔区,"113.453165,23.131368",一般区域,高优通达,846.1538461538462,800.0,2026-04-01,2,8,1,0,0,0,0
宝安新桥中心路站-miix,深圳,宝安区,"113.82371085475795, 22.73201627365047",次级商圈,一般通达,923.0769230769231,1000.0,2026-04-01,0,0,0,0,0,0,0
惠城乌石中路站-pro,惠州,惠城区,"114.427195,23.144669",一般区域,高优通达,569.2307692307693,600.0,2026-04-01,2,0,5,0,0,0,0
惠城叶挺大道站-miix,惠州,惠城区,"114.464921,22.977337",一般区域,高优通达,615.3846153846154,550.0,2026-04-01,0,0,6,7,3,0,0
南海智新北路站,佛山,南海区,"112.992643,23.083326",一般区域,一般通达,538.4615384615385,650.0,2026-04-08,0,0,6,0,3,0,2
小榄榄城路站,中山,小榄镇,"113.281669,22.605719",次级商圈,一般通达,461.53846153846155,550.0,2026-04-08,0,0,3,0,0,0,0
沙溪新濠南路站-miix,中山,沙溪镇,"113.329379,22.485424",一般区域,一般通达,500.0,500.0,2026-04-08,0,0,1,0,1,1,0
坡头龙王湾路站-pro专用,湛江,坡头区,"110.437802,21.25071",核心商圈,高优通达,450.0,500.0,2026-04-08,0,0,3,0,0,0,0
白云神山商华路站,广州,白云区,"113.200878,23.322816",一般区域,一般通达,600.0,800.0,2026-04-08,1,0,0,2,2,1,0
南沙英东大道站-miix专用,广州,南沙区,"113.597494,22.772376",次级商圈,高优通达,700.0,750.0,2026-04-15,0,0,0,0,0,0,0
开平新美大道站-miix,江门,开平市,"112.717536,22.38844",一般区域,高优通达,461.53846153846155,400.0,2026-04-15,0,0,0,0,0,0,0
开平杜澄大道站-miix,江门,开平市,"112.66739,22.379387",次级商圈,高优通达,500.0,450.0,2026-04-15,0,2,6,0,0,0,0
蓬江建设路站-miix,江门,蓬江区,"113.064823,22.623755",一般区域,高优通达,576.9230769230769,550.0,2026-04-15,0,0,3,0,0,0,0
禅城江湾二路站-pro,佛山,禅城区,"113.090161,23.013667",郊区/偏远,高优通达,600.0,700.0,2026-04-15,5,5,13,0,2,2,0
龙岗新生路站-Miix,深圳,龙岗区,"114.277105,22.728304",次级商圈,高优通达,800.0,1100.0,2026-04-15,3,17,17,0,0,0,0
清溪清凤路站-Miix,东莞,清溪镇,"114.158033,22.824252",一般区域,一般通达,661.5384615384615,600.0,2026-04-15,0,9,10,0,0,0,0
大岭山百花洞站-专用,东莞,大岭山镇,"113.803486,22.911237",一般区域,高优通达,538.4615384615385,600.0,2026-04-15,0,13,0,0,0,0,0
惠阳南湖北路一街站-Miix,惠州,惠阳区,"114.45119,22.774593",次级商圈,高优通达,550.0,650.0,2026-04-15,0,5,16,0,0,0,0
龙湖泰山路站-miix,汕头,龙湖区,"116.736728,23.354586",次级商圈,高优通达,500.0,500.0,2026-04-15,1,1,8,7,2,1,0
台山凤凰大道站,江门,台山市,"112.81,22.24",核心商圈,高优通达,484.61538461538464,450.0,2026-04-22,0,3,12,0,0,0,0
端州棠岗路站-pro,肇庆,端州区,"112.492697,23.069074",核心商圈,高优通达,550.0,550.0,2026-04-22,0,1,7,0,1,1,0
四会工业大街站-pro,肇庆,四会区,"112.80674,22.25578",核心商圈,一般通达,500.0,500.0,2026-04-22,0,3,16,0,0,0,0
从化城鳌大道站,广州,从化区,"113.46101,23.590166",一般区域,高优通达,600.0,600.0,2026-04-22,0,1,0,3,0,0,0
坪山龙田北路站-专用,深圳,坪山区,"114.352504,22.75806",一般区域,高优通达,538.4615384615385,700.0,2026-04-22,0,11,2,0,0,1,0
龙岗凤凰大道站-Pro,深圳,龙岗区,"114.142852,22.69611",核心商圈,高优通达,700.0,800.0,2026-04-22,3,7,15,0,0,0,0
惠城惠兴路站-Pro,惠州,惠城区,"114.416741,23.054202",一般区域,高优通达,500.0,600.0,2026-04-22,0,2,14,0,2,2,0
番禺禺山西路站,广州,番禺区,"113.282851,22.954911",一般区域,一般通达,692.3076923076923,750.0,2026-04-29,0,0,1,0,0,0,1
端州西江北路站-pro,肇庆,端州区,"112.450006,23.063312",次级商圈,高优通达,600.0,550.0,2026-04-29,0,5,10,0,0,0,0
端州区端州一路站,肇庆,端州区,"112.517847,23.095342",次级商圈,高优通达,566.6666666666666,530.0,2026-04-29,1,11,3,1,1,0,0
石岐民盈西路站,中山,石岐街道,"113.383015,22.555382",郊区/偏远,高优通达,576.9230769230769,550.0,2026-04-29,1,7,4,0,0,0,0
大朗杨新路站-专用,东莞,大朗镇,"113.962849,22.91561",一般区域,高优通达,666.6666666666666,600.0,2026-04-29,2,9,9,3,1,0,0
金平中山路站-Pro,汕头,金平区,"116.68923,23.360608",核心商圈,高优通达,541.6666666666666,500.0,2026-04-29,0,2,5,0,0,0,0
东城大塘头站-Miix,东莞,东城街道,"113.787144,23.050191",次级商圈,高优通达,576.9230769230769,700.0,2026-04-29,2,3,20,0,0,0,0
寮步上屯聚园一路站-Pro,东莞,寮步,"113.82944,23.00208",一般区域,高优通达,600.0,600.0,2026-04-29,0,6,4,0,0,0,0
惠阳站前西路站-Pro,惠州,惠阳区,"114.456107,22.789431",核心商圈,一般通达,500.0,600.0,2026-04-29,0,5,20,2,0,0,0
东城水濂景观路站-专用,东莞,东城街道,"113.757395,22.937227",一般区域,高优通达,600.0,600.0,2026-04-29,0,7,1,0,0,0,0
龙岗同心路站-Miix,深圳,龙岗区,"114.305842,22.721355",一般区域,一般通达,1038.4615384615386,800.0,2026-04-29,2,9,3,0,0,0,0
新会冈州大道东站,江门,新会区,"113.034454,22.458519",次级商圈,高优通达,506.6666666666667,550.0,2026-05-08,0,5,0,0,0,0,0
三角高平大道站,中山,三角镇,"113.466022,22.690836",一般区域,高优通达,486.6666666666667,480.0,2026-05-08,0,6,2,3,0,0,0
番禺展贸东路站,广州,番禺区,"113.462833,23.040583",一般区域,高优通达,746.1538461538462,600.0,2026-05-08,1,8,2,0,0,0,0
南山月亮湾大道站-Pro,深圳,南山区,"113.898428,22.506713",一般区域,高优通达,1166.6,1500.0,2026-05-08,5,0,4,6,0,0,0
惠阳白云六路站-专用站,惠州,惠阳区,"114.48153,22.8102",一般区域,高优通达,538.4615384615385,550.0,2026-05-08,0,7,2,0,1,1,0
惠阳仲恺环侨路站-专用站,惠州,惠城区,"114.29597,23.02915",一般区域,高优通达,500.0,500.0,2026-05-08,0,11,3,0,0,0,0
惠城演达大道站-Miix,惠州,惠城区,"114.430557,23.028574",一般区域,高优通达,458.8235294117647,500.0,2026-05-08,0,5,4,7,2,0,0
番禺番禺大道北二站,广州,番禺区,"113.352333,22.986383",次级商圈,高优通达,800.0,950.0,2026-05-13,0,3,8,0,0,0,0
从化广从南路站,广州,从化区,"113.486806,23.436737",一般区域,一般通达,533.3333333333334,500.0,2026-05-13,1,2,2,6,0,0,0
新会五邑路站,江门,新会区,"113.064328,22.557597",一般区域,高优通达,533.3333333333334,480.0,2026-05-13,1,4,3,0,0,0,0
珠海日月贝站-Pro,珠海,香洲区,"113.589934,22.277654",次级商圈,一般通达,750.0,900.0,2026-05-13,0,0,19,0,0,0,0
横栏庆丰路站,中山,横栏镇,"113.22434,22.587917",一般区域,高优通达,500.0,500.0,2026-05-13,0,1,7,0,0,0,0
顺德伟业大道站,佛山,顺德区,"113.205834,23.001111",一般区域,高优通达,647.0588235294117,600.0,2026-05-13,0,2,0,7,0,0,0
古镇古神公路站,中山,古镇镇,"113.188276,22.670853",一般区域,一般通达,515.3846153846154,500.0,2026-05-13,0,3,3,0,0,0,0
宝安松安路站-专用,深圳,宝安区,"113.80961,22.776035",郊区/偏远,高优通达,700.0,800.0,2026-05-13,3,6,2,1,0,0,0
龙华清吉路站-Miix,深圳,龙华区,"114.047944,22.670912",一般区域,高优通达,923.0769230769231,1000.0,2026-05-13,6,0,14,0,0,1,0
龙岗环坪路站-专用,深圳,龙岗区,"114.288951,22.778113",一般区域,高优通达,753.8461538461538,850.0,2026-05-13,4,0,4,0,0,0,0
南山百旺站-Miix,深圳,南山区,"113.933604,22.631376",一般区域,高优通达,846.1538461538462,900.0,2026-05-13,2,0,3,0,0,0,4
桥头桥东路站-专用,东莞,桥头镇,"114.120494,23.026251",一般区域,高优通达,476.9230769230769,600.0,2026-05-13,0,0,2,0,0,0,0
榕城仁义路站-Pro,揭阳,榕城区,"116.363479,23.564553",次级商圈,高优通达,600.0,400.0,2026-05-13,0,0,9,0,3,5,0
宝安航城大道,深圳,宝安区,"113.85341730576874,22.61204823416218",一般区域,高优通达,1300.0,1200.0,2025-01-22,5,9,16,0,0,0,0
宝安流塘公园,深圳,宝安区,"113.89276223247593,22.582754946103297",一般区域,一般通达,1020.0,1200.0,2025-02-26,2,5,20,3,2,2,0
宝安运华时代,深圳,宝安区,"113.823573,22.735614",一般区域,一般通达,840.0,1000.0,2025-03-12,3,6,17,0,0,0,4
宝安松岗汽车站,深圳,宝安区,"113.851062,22.769097",一般区域,一般通达,430.7692307692308,800.0,2025-03-12,0,13,13,0,0,0,0
龙岗大运中心,深圳,龙岗区,"114.218608,22.697661",次级商圈,高优通达,910.0,1000.0,2025-03-19,2,3,8,0,0,0,0
广州白云机场,广州,白云区,"113.28176191183418, 23.365945632478468",一般区域,高优通达,900.0,1000.0,2025-02-26,0,0,0,0,0,0,0
怡乐花园,佛山,南海区,"113.0991699538295, 23.064102469810933",一般区域,高优通达,700.0,600.0,2024-12-17,0,0,0,0,0,0,0
岭南明珠体育馆,佛山,禅城区,"113.127846,23.016429",一般区域,一般通达,807.6923076923077,750.0,2024-12-29,4,4,20,0,1,0,0
顺德天宁路站,佛山,顺德区,"113.212844,22.936929",一般区域,一般通达,1300.0,750.0,2025-02-18,3,5,13,0,0,0,0
厚街家具大道,东莞,厚街镇,"113.651766,22.901563",一般区域,高优通达,538.4615384615385,600.0,2025-02-26,2,13,13,0,2,0,0
横沥中山中路,东莞,横沥镇,"113.979524,23.007904",一般区域,一般通达,615.3846153846154,650.0,2025-03-19,0,5,9,0,0,0,0
香洲金鸡路站,珠海,香洲区,"113.510557,22.242057",一般区域,高优通达,950.0,950.0,2025-02-18,1,5,3,5,0,0,0
金湾金海岸大道站,珠海,金湾区,"113.348947,22.051273",一般区域,一般通达,735.0,700.0,2025-03-19,0,9,2,0,0,0,3
龙岗南联路,深圳,龙岗区,"114.263984,22.724458",核心商圈,高优通达,1061.5384615384614,1200.0,2025-04-09,3,0,3,0,0,0,0
番禺会江站,广州,白云区,"113.286883,23.013153",一般区域,一般通达,750.0,800.0,2025-04-09,1,0,3,6,4,2,0
白云东平站,广州,白云区,"113.31389,23.2546",一般区域,高优通达,700.0,800.0,2025-04-09,1,0,9,0,0,0,0
增城汇太中路站（亚太新城）,广州,增城区,"113.606869,23.12795",核心商圈,高优通达,378.0,600.0,2025-04-27,4,0,20,0,2,0,0
花都建设北路（广汽4s店）,广州,花都区,"113.212862,23.422156",一般区域,高优通达,540.0,600.0,2025-04-27,0,0,3,0,0,0,4
番禺广州南站东停车场站,广州,番禺区,"113.274168,22.99551",核心商圈,一般通达,900.0,1000.0,2025-04-27,1,0,1,6,2,0,0
顺德立交站（佛山轻卡）,佛山,顺德区,"113.22694,22.860025",一般区域,一般通达,784.2941176470588,600.0,2025-04-27,3,0,1,1,0,0,0
寮步良平路站,东莞,寮步镇,"113.834185,23.009267",一般区域,高优通达,550.0,600.0,2025-04-27,0,0,8,0,0,0,0
龙岗国际大道站（平湖华南城）,深圳,龙岗区,"114.122504,22.671747",核心商圈,高优通达,960.0,800.0,2025-04-27,3,0,20,5,3,0,0
龙岗龙东站(中海新都荟营销中心),深圳,龙岗区,"114.297301,22.721516",核心商圈,一般通达,846.1538461538462,800.0,2025-04-27,2,3,2,0,0,0,0
龙岗龙岗大道站（2013时尚广场）,深圳,龙岗区,"114.195918,22.642464",一般区域,一般通达,923.0769230769231,1000.0,2025-04-27,3,5,20,3,1,0,0
"宝安安全路站
松宝大家具(福永店）",深圳,宝安区,"113.848932,22.75021",一般区域,一般通达,1153.8461538461538,1200.0,2025-05-12,0,4,11,0,0,0,4
深圳光明科能路站,深圳,光明区,"113.929533,22.745819",一般区域,高优通达,1000.0,1200.0,2025-05-12,3,2,10,3,1,0,0
海珠赤岗塔站,广州,海珠区,"113.3218,23.09951",次级商圈,高优通达,1500.0,1800.0,2025-05-13,5,0,23,0,0,0,0
禅城澜石站（世纪德远车mall方）,佛山,禅城区,"113.097648,23.001933",一般区域,高优通达,680.0,650.0,2025-05-13,5,2,18,0,0,0,0
香洲湾仔口岸站,珠海,香洲区,"113.535495,22.194017",次级商圈,一般通达,700.0,800.0,2025-05-13,2,6,2,0,6,0,0
宝安新桥体育中心,深圳,宝安区,"113.830337,22.745792",核心商圈,一般通达,900.0,1000.0,2025-05-21,2,1,8,0,0,0,0
"宝安创业二路站
（松岗江边停车场）",深圳,宝安区,"113.814314,22.773418",一般区域,一般通达,960.0,900.0,2026-04-29,3,12,2,1,1,0,0
高明客运站站,佛山,高明区,"112.895716,22.880858",一般区域,高优通达,575.0,600.0,2025-05-21,0,1,5,0,0,0,0
百德广场,佛山,南海区,"113.172362,23.093974",次级商圈,一般通达,700.0,700.0,2025-03-26,1,6,20,11,1,0,0
白云大源中路站,广州,白云区,"113.352952,23.252084",一般区域,一般通达,800.0,1000.0,2025-06-14,1,9,12,0,1,0,2
石碣崇焕东路站(东协广场),东莞,石碣镇,"113.816945,23.1038",一般区域,一般通达,550.0,600.0,2025-06-14,0,4,16,0,0,0,0
南山龙珠大道站（南山闪电充新能源龙珠站）,深圳,南山区,"113.968281,22.565717",一般区域,高优通达,1500.0,1500.0,2025-06-25,6,4,10,0,2,0,0
宝安衡山路站（聚众停车场，二选一）,深圳,宝安区,"113.802734,22.714489",一般区域,一般通达,900.0,1000.0,2025-06-25,1,8,16,0,0,0,4
横沥新城路站（快捷驾校）,东莞,横沥镇,"113.974546,23.021116",一般区域,一般通达,600.0,650.0,2025-06-25,0,0,12,0,0,0,0
黄埔瑞和路站（百富广场）,广州,黄埔区,"113.50543,23.169413",次级商圈,高优通达,761.5384615384615,800.0,2025-06-25,1,0,7,0,0,0,0
花都莲塘站（星旺广场）,广州,花都区,"113.244501,23.385877",次级商圈,高优通达,615.3846153846154,700.0,2025-06-25,3,3,17,0,0,0,0
佛山西站站-佛山西站P3(直对西站)(较稳定6-27),佛山,南海区,"113.035999,23.077182",次级商圈,高优通达,750.0,750.0,2025-06-25,4,4,4,0,0,0,2
顺德龙江龙州公路站（九江艺龙电器),佛山,顺德区,"113.063841,22.869742",一般区域,一般通达,615.3846153846154,600.0,2025-06-25,0,3,17,0,0,0,0
天河燕岭路北站(【公交专项】公交新能源 燕岭项目),广州,天河区,"113.33187,23.165033",一般区域,一般通达,700.0,1000.0,2025-06-25,5,5,15,0,0,0,0
番禺厦滘,广州,番禺区,"113.318405,23.038763",一般区域,一般通达,1115.3846153846155,1000.0,2025-01-22,2,1,14,6,2,0,0
南山深南大道,深圳,南山区,"113.93766,22.54469",一般区域,一般通达,1224.0,1500.0,2025-04-09,4,3,16,0,0,1,0
顺德佛陈路站（特来电北部汽车城）,佛山,顺德区,"113.25183,22.946634",一般区域,高优通达,810.0,750.0,2025-04-27,4,5,5,3,0,0,0
鄱阳城充电站-禅城绿景东路站,佛山,禅城区,"113.147868,22.996549",次级商圈,高优通达,692.3076923076923,650.0,2025-07-16,4,0,16,0,1,0,2
龙华华繁路站（南江工业区）,深圳,龙华区,"113.846731,22.806527",一般区域,一般通达,900.0,900.0,2025-07-16,0,6,6,0,0,0,0
寮步枫兴路站,东莞,寮步镇,"113.872329,22.986013",一般区域,一般通达,653.8461538461538,600.0,2025-07-16,0,10,20,0,2,1,0
坪山坪山中心公园站（壳牌充电坪山中心公园东）,深圳,坪山区,"114.347956,22.701872",核心商圈,高优通达,700.0,800.0,2025-07-26,5,5,8,0,0,0,0
塘厦鹿乙路站（东莞市时瑞电子有限公司）,东莞,塘厦镇,"114.052427,22.787923",一般区域,高优通达,650.0,700.0,2025-07-26,0,10,3,6,1,0,0
三水映丰路站-三水明溢星星充电站,佛山,三水区,"112.910316,23.18146",一般区域,高优通达,600.0,600.0,2025-07-30,1,2,4,0,0,0,0
南海清风路站-佛山市生利土石方工程有限公司,佛山,南海区,"113.171099,23.051325",一般区域,一般通达,730.0,750.0,2025-07-30,3,2,10,9,0,0,0
南海工业大道站-潘村工业园区,佛山,南海区,"113.123657,23.101504",一般区域,高优通达,730.0,750.0,2025-07-30,0,8,2,0,0,0,0
石排龙腾路站,东莞,石排镇,"113.937394,23.079368",一般区域,一般通达,565.3846153846154,600.0,2025-05-21,0,0,3,0,1,0,0
"宝安自由路站
（宝晖酒店）",深圳,宝安区,"113.90,22.57",一般区域,高优通达,1265.0,1200.0,2025-07-30,3,2,20,0,0,2,4
南海中央大街站-京华广场,佛山,南海区,"113.143246,23.028875",一般区域,一般通达,750.0,750.0,2025-08-13,4,2,20,1,0,0,0
金湾珠海大道站-世圆智能物流园,珠海,金湾区,"113.337419,22.120104",一般区域,高优通达,700.0,700.0,2025-08-13,0,6,7,4,0,0,0
常平常平公园路站,东莞,常平镇,"114.014606,22.972041",核心商圈,一般通达,700.0,600.0,2025-08-13,2,8,20,0,0,0,0
广州南站韦涌站,广州,番禺区,"113.288686,23.01387",核心商圈,一般通达,1100.0,1000.0,2024-12-29,1,1,6,6,4,1,0
"虎门连升中路站
（不夜天停车场）",东莞,虎门镇,"113.686119,22.809135",一般区域,高优通达,700.0,700.0,2025-08-22,2,4,20,3,1,0,0
南海联和站-佛山南海汇车港车城,佛山,南海区,"113.061375,23.060458",一般区域,高优通达,700.0,600.0,2025-08-20,2,5,14,1,2,0,2
"厚街岳范山大道站
（宾府国宴）",东莞,厚街镇,"113.674098,22.936573",核心商圈,高优通达,592.8015384615385,800.0,2025-08-27,2,0,21,0,1,0,0
寮步凫西路站,东莞,寮步镇,"113.894784,22.979089",一般区域,一般通达,600.0,600.0,2025-08-27,0,0,20,0,2,1,0
禅城聚锦路站,佛山,禅城区,"113.07513,23.034309",一般区域,高优通达,700.0,650.0,2025-08-27,0,0,8,0,2,1,2
